web-scraper-order,web-scraper-start-url,details,phone_condition,brand,address,price
"1732655074-161","https://www.expat-dakar.com/telephones?page=184","Honor X9b 5G","Neuf","Honor","Plateau,
                                                                                Dakar","299 900 F Cfa"
"1732655074-162","https://www.expat-dakar.com/telephones?page=184","Samsung Galaxy A24","Neuf","Samsung","Médina,
                                                                                Dakar","125 000 F Cfa"
"1732655074-163","https://www.expat-dakar.com/telephones?page=184","Samsung Galaxy A14 Mémoire 128 Go ram 6","Neuf","Samsung","Médina,
                                                                                Dakar","115 000 F Cfa"
"1732655074-164","https://www.expat-dakar.com/telephones?page=184","Samsung Galaxy A05 128 GB + 4 Ram","Neuf","Samsung","Mermoz,
                                                                                Dakar","75 000 F Cfa"
"1732655074-165","https://www.expat-dakar.com/telephones?page=184","Samsung Galaxy A05 64 GB + 4 Ram","Neuf","Samsung","Mermoz,
                                                                                Dakar","65 000 F Cfa"
"1732655074-166","https://www.expat-dakar.com/telephones?page=184","Samsung Galaxy A05s 128 GB + 4 Ram","Neuf","Samsung","Mermoz,
                                                                                Dakar","85 000 F Cfa"
"1732655074-167","https://www.expat-dakar.com/telephones?page=184","Samsung Galaxy A05s 64 GB + 4 Ram","Neuf","Samsung","Mermoz,
                                                                                Dakar","74 999 F Cfa"
"1732655074-168","https://www.expat-dakar.com/telephones?page=184","iPhone 11 Pro 256GB scellé","Neuf","iPhone","Plateau,
                                                                                Dakar","295 000 F Cfa"
"1732655077-169","https://www.expat-dakar.com/telephones?page=183","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655077-170","https://www.expat-dakar.com/telephones?page=183","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655077-171","https://www.expat-dakar.com/telephones?page=183","iPhone 13 Pro","Venant","iPhone","Plateau,
                                                                                Dakar","375 000 F Cfa"
"1732655077-172","https://www.expat-dakar.com/telephones?page=183","Huawei Nova 9","Venant","Huawei","Plateau,
                                                                                Dakar","155 000 F Cfa"
"1732655077-173","https://www.expat-dakar.com/telephones?page=183","GALAXY SAMSUNG A04S 64GB RAM4GB","Neuf","Samsung","Plateau,
                                                                                Dakar","89 000 F Cfa"
"1732655077-174","https://www.expat-dakar.com/telephones?page=183","GALAXY SAMSUNG A03S 32GB RAM3GB","Neuf","Samsung","Plateau,
                                                                                Dakar","89 000 F Cfa"
"1732655077-175","https://www.expat-dakar.com/telephones?page=183","Samsung Galaxy S20 FE 5G","Venant","Samsung","Plateau,
                                                                                Dakar","139 900 F Cfa"
"1732655077-176","https://www.expat-dakar.com/telephones?page=183","GALAXY SAMSUNG A14 64GB RAM4GB","Neuf","Samsung","Plateau,
                                                                                Dakar","98 000 F Cfa"
"1732655077-177","https://www.expat-dakar.com/telephones?page=183","GALAXY SAMSUNG A54 128GB RAM8GB","Neuf","Samsung","Plateau,
                                                                                Dakar","219 000 F Cfa"
"1732655077-178","https://www.expat-dakar.com/telephones?page=183","Red Magic 8 Pro 5G","Neuf","Autres","Plateau,
                                                                                Dakar","639 900 F Cfa"
"1732655077-179","https://www.expat-dakar.com/telephones?page=183","Samsung A05 Rom 64Go","Venant","Samsung","Médina,
                                                                                Dakar","65 000 F Cfa"
"1732655077-180","https://www.expat-dakar.com/telephones?page=183","Tecno Pop 8 Mémoire 64GB + Ram 3GB","Neuf","Tecno","Mermoz,
                                                                                Dakar","55 000 F Cfa"
"1732655079-181","https://www.expat-dakar.com/telephones?page=182","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655079-182","https://www.expat-dakar.com/telephones?page=182","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655079-183","https://www.expat-dakar.com/telephones?page=182","Tecno Spark 10 Mémoire 128 Go + 8 Ram","Neuf","Tecno","Mermoz,
                                                                                Dakar","85 000 F Cfa"
"1732655079-184","https://www.expat-dakar.com/telephones?page=182","Tecno Spark 10 Pro Mémoire 128 GB + Ram 8 GB","Neuf","Tecno","Mermoz,
                                                                                Dakar","100 000 F Cfa"
"1732655079-185","https://www.expat-dakar.com/telephones?page=182","Tecno Spark 20 Mémoire 256 GB + Ram 8 GB","Neuf","Tecno","Mermoz,
                                                                                Dakar","100 000 F Cfa"
"1732655079-186","https://www.expat-dakar.com/telephones?page=182","Tecno Pop 8 Mémoire 128GB + Ram 4GB","Neuf","Tecno","Mermoz,
                                                                                Dakar","65 000 F Cfa"
"1732655079-187","https://www.expat-dakar.com/telephones?page=182","Samsung Galaxy A25 128 GB + 6 Ram","Neuf","Samsung","Mermoz,
                                                                                Dakar","145 000 F Cfa"
"1732655079-188","https://www.expat-dakar.com/telephones?page=182","Samsung Galaxy A15 256 GB + 8 Ram","Neuf","Samsung","Mermoz,
                                                                                Dakar","125 000 F Cfa"
"1732655079-189","https://www.expat-dakar.com/telephones?page=182","Samsung Galaxy A15 128 GB + 4 Ram","Neuf","Samsung","Mermoz,
                                                                                Dakar","90 000 F Cfa"
"1732655079-190","https://www.expat-dakar.com/telephones?page=182","GALAXY SAMSUNG A34 128GB RAM 6GB 5G","Neuf","Samsung","Plateau,
                                                                                Dakar","179 000 F Cfa"
"1732655079-191","https://www.expat-dakar.com/telephones?page=182","Xiaomi Redmi Note 12 Pro plus","Neuf","Xiaomi","Plateau,
                                                                                Dakar","235 000 F Cfa"
"1732655079-192","https://www.expat-dakar.com/telephones?page=182","Samsung Galaxy Z Fold5 512GB","Venant","Samsung","Plateau,
                                                                                Dakar","685 000 F Cfa"
"1732655082-193","https://www.expat-dakar.com/telephones?page=181","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655082-194","https://www.expat-dakar.com/telephones?page=181","Iphone 16 Simple","Neuf","iPhone","Plateau,
                                                                                Dakar","700 000 F Cfa"
"1732655082-195","https://www.expat-dakar.com/telephones?page=181","GALAXY SAMSUNG A05 64GB RAM 4GB","Neuf","Samsung","Plateau,
                                                                                Dakar","79 000 F Cfa"
