web-scraper-order,web-scraper-start-url,condition_tv,brand,screen_dimension,price
"1732740718-175","https://www.expat-dakar.com/tv-home-cinema?page=140","Neuf","LG","BAR DE SON LG SJ3 USB BLUETOOTH","139 000 F Cfa"
"1732740718-176","https://www.expat-dakar.com/tv-home-cinema?page=140","Neuf","Autre","TÉLÉVISEUR 55POUCES SMART TECHNOLOGY SMART","219 000 F Cfa"
"1732740718-177","https://www.expat-dakar.com/tv-home-cinema?page=140","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 50 POUCES SMART 4K","319 000 F Cfa"
"1732740718-178","https://www.expat-dakar.com/tv-home-cinema?page=140","Neuf","Autre","TÉLÉVISEUR DESKA 50 POUCES SMART","198 000 F Cfa"
"1732740718-179","https://www.expat-dakar.com/tv-home-cinema?page=140","Neuf","Autre","TÉLÉVISEUR LIVONA 43 LED","109 000 F Cfa"
"1732740718-180","https://www.expat-dakar.com/tv-home-cinema?page=140","Neuf","Autre","TÉLÉVISEUR 32 SMART TECHNOLOGY LED","68 000 F Cfa"
"1732740718-181","https://www.expat-dakar.com/tv-home-cinema?page=140","Neuf","LG","TÉLÉVISEUR LG 82 SMART 4K","1 450 000 F Cfa"
"1732740718-182","https://www.expat-dakar.com/tv-home-cinema?page=140","Neuf","LG","TÉLÉVISEUR LG 65POUCES SMART MAGIC REMONTE  2022","1 600 000 F Cfa"
"1732740721-183","https://www.expat-dakar.com/tv-home-cinema?page=139","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740721-184","https://www.expat-dakar.com/tv-home-cinema?page=139","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 75POUCES CRISTAL UHD 4K","829 000 F Cfa"
"1732740721-185","https://www.expat-dakar.com/tv-home-cinema?page=139","Neuf","Autre","TÉLÉVISEUR 55POUCES ASTECH LED SMART TV","243 000 F Cfa"
"1732740721-186","https://www.expat-dakar.com/tv-home-cinema?page=139","Neuf","Autre","TÉLÉVISEUR 55POUCES SMART TECHNOLOGY SMART TV","189 000 F Cfa"
"1732740721-187","https://www.expat-dakar.com/tv-home-cinema?page=139","Neuf","Autre","TÉLÉVISEUR 55POUCES TORL UHD 4K","219 000 F Cfa"
"1732740721-188","https://www.expat-dakar.com/tv-home-cinema?page=139","Neuf","Autre","TÉLÉVISEUR 55POUCES SMART TECHNOLOGY SMART TV","189 000 F Cfa"
"1732740721-189","https://www.expat-dakar.com/tv-home-cinema?page=139","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 65POUCES CRISTAL 4K","519 000 F Cfa"
"1732740721-190","https://www.expat-dakar.com/tv-home-cinema?page=139","Neuf","LG","HOME CINÉMA LG 1000 WATTS AVEC BLUETOOTH 655","189 000 F Cfa"
"1732740721-191","https://www.expat-dakar.com/tv-home-cinema?page=139","Neuf","LG","HOME CINÉMA LG 1000 WATT","219 000 F Cfa"
"1732740721-192","https://www.expat-dakar.com/tv-home-cinema?page=139","Neuf","LG","MINI LG CJ44AUTO MUSIC PLAY","136 000 F Cfa"
"1732740721-193","https://www.expat-dakar.com/tv-home-cinema?page=139","Neuf","LG","MINI CHAINE LG ON5 BOOMER 8""","179 000 F Cfa"
"1732740723-194","https://www.expat-dakar.com/tv-home-cinema?page=138","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740723-195","https://www.expat-dakar.com/tv-home-cinema?page=138","Neuf","Autre","MINI CHAINE SMART TECHNOLOGY 3818","39 000 F Cfa"
"1732740723-196","https://www.expat-dakar.com/tv-home-cinema?page=138","Neuf","Samsung","Television Samsung Smart Tv 32'' Pouces","155 000 F Cfa"
"1732740723-197","https://www.expat-dakar.com/tv-home-cinema?page=138","Neuf","Autre","TÉLÉVISEUR ELACTRON 32POUCES SALAM TV","93 000 F Cfa"
"1732740723-198","https://www.expat-dakar.com/tv-home-cinema?page=138","Neuf","Autre","TV 43POUCES ELACTRON QLED SMART ANDROID","139 000 F Cfa"
"1732740723-199","https://www.expat-dakar.com/tv-home-cinema?page=138","Neuf","Autre","TV 55POUCES ELACTRON QLED SMART ANDROID TV","249 000 F Cfa"
"1732740723-200","https://www.expat-dakar.com/tv-home-cinema?page=138","Neuf","Autre","TV ELACTRON 65POUCES LED SMART ANDROID ULTRA HD 4K","369 000 F Cfa"
"1732740723-201","https://www.expat-dakar.com/tv-home-cinema?page=138","Neuf","Autre","TV 75POUCES ELACTRON QLED SMART ANDROID","549 000 F Cfa"
"1732740723-202","https://www.expat-dakar.com/tv-home-cinema?page=138","Neuf","Autre","TV 85POUCES ELACTRON QLED SMART ANDROID 4K UHD","1 100 000 F Cfa"
"1732740723-203","https://www.expat-dakar.com/tv-home-cinema?page=138","Neuf","Autre","SUPPORT TV 32 à 75POUCES VSTAR","85 000 F Cfa"
"1732740723-204","https://www.expat-dakar.com/tv-home-cinema?page=138","Neuf","Hisense","TÉLÉVISEUR 65"" HISENSE 65POUCES SMART UHD 4K","349 000 F Cfa"
"1732740726-205","https://www.expat-dakar.com/tv-home-cinema?page=137","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740726-206","https://www.expat-dakar.com/tv-home-cinema?page=137","Neuf","Autre","TÉLÉVISEUR 65POUCES TORL","389 000 F Cfa"
"1732740726-207","https://www.expat-dakar.com/tv-home-cinema?page=137","Neuf","Autre","Television Bectel 26'' pouces Led Tv","58 000 F Cfa"
"1732740726-208","https://www.expat-dakar.com/tv-home-cinema?page=137","Neuf","Autre","Télévision c & y 19'' pouces Led Tv","38 000 F Cfa"
"1732740726-209","https://www.expat-dakar.com/tv-home-cinema?page=137","Neuf","Autre","Télévision Bectel 24'' pouces Led Tv","50 000 F Cfa"
"1732740726-210","https://www.expat-dakar.com/tv-home-cinema?page=137","Neuf","Autre","Télévision Bectel 17 pouces Led Tv","25 000 F Cfa"
"1732740726-211","https://www.expat-dakar.com/tv-home-cinema?page=137","Neuf","Autre","HOME CINÉMA SMART TECHNOLOGY 7818","49 000 F Cfa"
"1732740726-212","https://www.expat-dakar.com/tv-home-cinema?page=137","Neuf","Autre","BAR DE SON SMART TECHNOLOGY AVEC BLUETOOTH","49 000 F Cfa"
"1732740726-213","https://www.expat-dakar.com/tv-home-cinema?page=137","Neuf","Autre","MINI CHAINE SMART TECHNOLOGY STH-807","79 000 F Cfa"
"1732740726-214","https://www.expat-dakar.com/tv-home-cinema?page=137","Neuf","Autre","MINI CHAINE SMART TECHNOLOGY 9999","39 000 F Cfa"
"1732740726-215","https://www.expat-dakar.com/tv-home-cinema?page=137","Neuf","Autre","MINI CHAINE SMART TECHNOLOGY 7979","39 000 F Cfa"
"1732740728-216","https://www.expat-dakar.com/tv-home-cinema?page=136","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740728-217","https://www.expat-dakar.com/tv-home-cinema?page=136","Neuf","TCL","TÉLÉVISEUR TCL 50POUCES SMART 4K UHD","219 000 F Cfa"
"1732740728-218","https://www.expat-dakar.com/tv-home-cinema?page=136","Neuf","TCL","TÉLÉVISEUR TCL 43POUCES SMART 4K UHD","159 000 F Cfa"
"1732740728-219","https://www.expat-dakar.com/tv-home-cinema?page=136","Neuf","Astech","TÉLÉVISEUR 86POUCES ASTECH QLED ANDROID 4K","975 000 F Cfa"
"1732740728-220","https://www.expat-dakar.com/tv-home-cinema?page=136","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 43POUCES SMART 4K UHD Au7000","219 000 F Cfa"
"1732740728-221","https://www.expat-dakar.com/tv-home-cinema?page=136","Neuf","Autre","Télévision c & y 22'' pouces Led Tv","44 000 F Cfa"
"1732740728-222","https://www.expat-dakar.com/tv-home-cinema?page=136","Neuf","Autre","TÉLÉVISEUR 75POUCES TORL SMART ANDROID AVEC ANTI CASSE","619 000 F Cfa"
"1732740728-223","https://www.expat-dakar.com/tv-home-cinema?page=136","Neuf","Autre","TÉLÉVISEUR 55POUCES TORL AVEC ANTI CASSE","279 000 F Cfa"
"1732740728-224","https://www.expat-dakar.com/tv-home-cinema?page=136","Neuf","Autre","TÉLÉVISEUR 50 POUCES TORL AVEC ANTI CASSE","219 000 F Cfa"
"1732740728-225","https://www.expat-dakar.com/tv-home-cinema?page=136","Neuf","Autre","TÉLÉVISEUR TORL 43POUCES SMART AVEC ANTI CASSE","159 000 F Cfa"
"1732740728-226","https://www.expat-dakar.com/tv-home-cinema?page=136","Neuf","Autre","TÉLÉVISEUR TORL AVEC ANTI CASSE 32POUCES SMART","119 000 F Cfa"
"1732740731-227","https://www.expat-dakar.com/tv-home-cinema?page=135","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740731-228","https://www.expat-dakar.com/tv-home-cinema?page=135","Neuf","TCL","TÉLÉVISEUR TCL 55POUCES SMART ULTRA HD 4K","239 000 F Cfa"
"1732740731-229","https://www.expat-dakar.com/tv-home-cinema?page=135","Neuf","TCL","TÉLÉVISEUR TCL 43POUCES SMART ULTRA HD 4K","159 000 F Cfa"
"1732740731-230","https://www.expat-dakar.com/tv-home-cinema?page=135","Neuf","TCL","TÉLÉVISEUR TCL 50POUCES SMART 4K ULTRA HD","319 000 F Cfa"
"1732740731-231","https://www.expat-dakar.com/tv-home-cinema?page=135","Neuf","TCL","TÉLÉVISEUR TCL 55POUCES SMART ULTRA HD 4K","239 000 F Cfa"
"1732740731-232","https://www.expat-dakar.com/tv-home-cinema?page=135","Neuf","TCL","TÉLÉVISEUR TCL 43POUCES SMART ULTRA HD 4K","169 000 F Cfa"
"1732740731-233","https://www.expat-dakar.com/tv-home-cinema?page=135","Neuf","TCL","TÉLÉVISEUR TCL 50POUCES SMART UHD 4K","319 000 F Cfa"
"1732740731-234","https://www.expat-dakar.com/tv-home-cinema?page=135","Neuf","TCL","TÉLÉVISEUR TCL 65POUCES SMART UHD 4K","349 000 F Cfa"
"1732740731-235","https://www.expat-dakar.com/tv-home-cinema?page=135","Neuf","TCL","TÉLÉVISEUR TCL 75POUCES SMART ULTRA HD 4K","629 000 F Cfa"
"1732740731-236","https://www.expat-dakar.com/tv-home-cinema?page=135","Neuf","TCL","TÉLÉVISEUR TCL 43POUCES SMART ULTRA HD 4K","169 000 F Cfa"
"1732740731-237","https://www.expat-dakar.com/tv-home-cinema?page=135","Neuf","TCL","TÉLÉVISEUR TCL 55POUCES SMART ULTRA HD 4K","239 000 F Cfa"
"1732740733-238","https://www.expat-dakar.com/tv-home-cinema?page=134","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740733-239","https://www.expat-dakar.com/tv-home-cinema?page=134","Neuf","LG","Barre de Son LG SP9YA 5.1.2 ch 520W","450 000 F Cfa"
"1732740733-240","https://www.expat-dakar.com/tv-home-cinema?page=134","Neuf","Autre","TÉLÉVISEUR JY 43POUCES SMART ANDROID TV","115 000 F Cfa"
"1732740733-241","https://www.expat-dakar.com/tv-home-cinema?page=134","Neuf","Autre","TÉLÉVISEUR 75POUCES JY SMART ANDROID TV","439 000 F Cfa"
"1732740733-242","https://www.expat-dakar.com/tv-home-cinema?page=134","Neuf","LG","TÉLÉVISEUR LG 65POUCES UHD 4K 65QQ750","549 000 F Cfa"
"1732740733-243","https://www.expat-dakar.com/tv-home-cinema?page=134","Neuf","LG","TÉLÉVISEUR LG 65POUCESUQ751CLF","549 000 F Cfa"
"1732740733-244","https://www.expat-dakar.com/tv-home-cinema?page=134","Neuf","Samsung","BAFLE WOOFER SAMSOUND 5.1 DM-8540 / DM-8541","75 000 F Cfa"
"1732740733-245","https://www.expat-dakar.com/tv-home-cinema?page=134","Neuf","Autre","TV BOX","30 000 F Cfa"
"1732740733-246","https://www.expat-dakar.com/tv-home-cinema?page=134","Neuf","Hisense","Téléviseur Hisense 65Pouces 4k","349 000 F Cfa"
"1732740733-247","https://www.expat-dakar.com/tv-home-cinema?page=134","Neuf","TCL","TÉLÉVISEUR TCL 75pouces smart UHD 4k","629 000 F Cfa"
"1732740733-248","https://www.expat-dakar.com/tv-home-cinema?page=134","Neuf","TCL","TÉLÉVISEUR TCL 43POUCES SMART ULTRA HD 4K","159 000 F Cfa"
"1732740736-249","https://www.expat-dakar.com/tv-home-cinema?page=133","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740736-250","https://www.expat-dakar.com/tv-home-cinema?page=133","Neuf","Astech","Android TV 65"" ASTECH","360 000 F Cfa"
"1732740736-251","https://www.expat-dakar.com/tv-home-cinema?page=133","Neuf","Autre","TÉLÉVISEUR ATV 19POUCES LED UHDTV","36 000 F Cfa"
"1732740736-252","https://www.expat-dakar.com/tv-home-cinema?page=133","Neuf","Autre","TÉLÉVISEUR 22POUCES ATV LED UHD TV","39 000 F Cfa"
"1732740736-253","https://www.expat-dakar.com/tv-home-cinema?page=133","Neuf","Autre","Box Android","25 000 F Cfa"
"1732740736-254","https://www.expat-dakar.com/tv-home-cinema?page=133","Neuf","Hisense","HISENSE TV LED VIDAA SMART 98'' - 4K UHD - H98U7H","2 150 000 F Cfa"
"1732740736-255","https://www.expat-dakar.com/tv-home-cinema?page=133","Neuf","Autre","Répéteur WiFi Xiaomi 1200 Mbps","25 000 F Cfa"
"1732740736-256","https://www.expat-dakar.com/tv-home-cinema?page=133","Neuf","Autre","TELEVISEUR TORL 43 ANDROID SMART TV SECAM DVB-T2","139 000 F Cfa"
"1732740736-257","https://www.expat-dakar.com/tv-home-cinema?page=133","Neuf","Hisense","TÉLÉVISEUR HISENSE 50POUCES SMART 4K","229 000 F Cfa"
"1732740736-258","https://www.expat-dakar.com/tv-home-cinema?page=133","Neuf","Hisense","TÉLÉVISEUR HISENSE 98 POUCES QLED","2 500 F Cfa"
"1732740736-259","https://www.expat-dakar.com/tv-home-cinema?page=133","Neuf","Star Sat","Television StarSat 32'' pouces Led Tv","80 000 F Cfa"
"1732740738-260","https://www.expat-dakar.com/tv-home-cinema?page=132","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740738-261","https://www.expat-dakar.com/tv-home-cinema?page=132","Neuf","Autre","TÉLÉVISEUR 32POUCES MASER SMART TV","78 000 F Cfa"
"1732740738-262","https://www.expat-dakar.com/tv-home-cinema?page=132","Neuf","Autre","TÉLÉVISEUR 32POUCES SMART MASER SMART TV","78 000 F Cfa"
"1732740738-263","https://www.expat-dakar.com/tv-home-cinema?page=132","Neuf","Autre","TÉLÉVISEUR 32 POUCES SMART RISING SMART TV","78 000 F Cfa"
"1732740738-264","https://www.expat-dakar.com/tv-home-cinema?page=132","Neuf","Autre","TÉLÉVISEUR 75POUCES MASER SMART UHD 4K","439 000 F Cfa"
"1732740738-265","https://www.expat-dakar.com/tv-home-cinema?page=132","Neuf","LG","Box tv +chaînes tv","70 000 F Cfa"
"1732740738-266","https://www.expat-dakar.com/tv-home-cinema?page=132","Neuf","Autre","TÉLÉVISEUR 55POUCES WIWLIL SMART TV","229 000 F Cfa"
"1732740738-267","https://www.expat-dakar.com/tv-home-cinema?page=132","Neuf","Autre","TÉLÉVISEUR 65POUCES WIWLIL SMART TV","319 000 F Cfa"
"1732740738-268","https://www.expat-dakar.com/tv-home-cinema?page=132","Neuf","Autre","TELEVISEUR TORL 50 ANDROID SMART TV ANTI CASSE SECAM DVB-T2","249 900 F Cfa"
"1732740738-269","https://www.expat-dakar.com/tv-home-cinema?page=132","Neuf","Autre","TELEVISEUR TORL 43 ANDROID SMART TV ANTI CASSE SECAM DVB-T2","179 900 F Cfa"
"1732740738-270","https://www.expat-dakar.com/tv-home-cinema?page=132","Neuf","Autre","TELEVISEUR TORL 32 ANDROID SMART TV ANTI CASSE SECAM DVB-T2","135 000 F Cfa"
"1732740741-271","https://www.expat-dakar.com/tv-home-cinema?page=131","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740741-272","https://www.expat-dakar.com/tv-home-cinema?page=131","Neuf","Astech","TÉLÉVISEUR ASTECH 43POUCES SMART ANDROID","139 000 F Cfa"
"1732740741-273","https://www.expat-dakar.com/tv-home-cinema?page=131","Neuf","Sony","BARRE DE SON SONY 120W HT S100F","98 000 F Cfa"
"1732740741-274","https://www.expat-dakar.com/tv-home-cinema?page=131","Neuf","Sony","HOME CINÉMA BARRE DE SON SONY HT  S700F","369 000 F Cfa"
"1732740741-275","https://www.expat-dakar.com/tv-home-cinema?page=131","Neuf","Sony","MINI CHAINE SONY SRS XP500","219 000 F Cfa"
"1732740741-276","https://www.expat-dakar.com/tv-home-cinema?page=131","Neuf","Sony","BARRE DE SON SONY 120W HT  S100F","98 000 F Cfa"
"1732740741-277","https://www.expat-dakar.com/tv-home-cinema?page=131","Neuf","Sony","BARRE DE SON SONY 330W HT  S400","198 000 F Cfa"
"1732740741-278","https://www.expat-dakar.com/tv-home-cinema?page=131","Neuf","Sony","BARRE DE SONY 600W HT S40R","239 000 F Cfa"
"1732740741-279","https://www.expat-dakar.com/tv-home-cinema?page=131","Neuf","Sony","BARRE DE SON SONY 400W HT- S20R","179 000 F Cfa"
"1732740741-280","https://www.expat-dakar.com/tv-home-cinema?page=131","Neuf","Hisense","TÉLÉVISEUR 85POUCES HISENSE SMART 4K","1 500 000 F Cfa"
"1732740741-281","https://www.expat-dakar.com/tv-home-cinema?page=131","Neuf","Hisense","TÉLÉVISEUR HISENSE 65 SMART TV 4K","398 000 F Cfa"
"1732740744-282","https://www.expat-dakar.com/tv-home-cinema?page=130","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740744-283","https://www.expat-dakar.com/tv-home-cinema?page=130","Neuf","Autre","TÉLÉVISEUR WIWLIL 65 pouces smart","298 000 F Cfa"
"1732740744-284","https://www.expat-dakar.com/tv-home-cinema?page=130","Neuf","Astech","TÉLÉVISEUR ASTECH 65 SMART TV ANDROID","359 000 F Cfa"
"1732740744-285","https://www.expat-dakar.com/tv-home-cinema?page=130","Neuf","Star","Téléviseur Star Track 40 Pouces ST-40D-AZ1200 led tv","115 000 F Cfa"
"1732740744-286","https://www.expat-dakar.com/tv-home-cinema?page=130","Neuf","Continental","TÉLÉVISEUR CONTINENTAL 32 SMART TV","89 000 F Cfa"
"1732740744-287","https://www.expat-dakar.com/tv-home-cinema?page=130","Neuf","Autre","Abonnement IPTV Premium","5 000 F Cfa"
"1732740744-288","https://www.expat-dakar.com/tv-home-cinema?page=130","Neuf","Sony","BARRE DE SON SONY 120W HT- S100F","98 000 F Cfa"
"1732740744-289","https://www.expat-dakar.com/tv-home-cinema?page=130","Neuf","Sony","MINI CHAINE SONY MHC-V13","219 000 F Cfa"
"1732740744-290","https://www.expat-dakar.com/tv-home-cinema?page=130","Neuf","Sony","MINI CHAINE SONY SRS - XP500","219 000 F Cfa"
"1732740744-291","https://www.expat-dakar.com/tv-home-cinema?page=130","Neuf","Astech","TÉLÉVISEUR ASTECH 55 LED SMAT ANDROID","259 000 F Cfa"
"1732740744-292","https://www.expat-dakar.com/tv-home-cinema?page=130","Neuf","Astech","TÉLÉVISEUR ASTECH 32SMART ANDROID","93 000 F Cfa"
"1732740746-293","https://www.expat-dakar.com/tv-home-cinema?page=129","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740746-294","https://www.expat-dakar.com/tv-home-cinema?page=129","Neuf","Westpool","TÉLÉVISEUR WESTPOOL 50 SMART TV WEBOS","239 000 F Cfa"
"1732740746-295","https://www.expat-dakar.com/tv-home-cinema?page=129","Neuf","Autre","TÉLÉVISEUR WIWLIL 43 SMART","129 000 F Cfa"
"1732740746-296","https://www.expat-dakar.com/tv-home-cinema?page=129","Neuf","Autre","TÉLÉVISEUR ELACTRON 43 QLED SMART TV ANDROID","139 000 F Cfa"
"1732740746-297","https://www.expat-dakar.com/tv-home-cinema?page=129","Neuf","LG","TÉLÉVISEUR LG 65 UP 75006LF","539 000 F Cfa"
"1732740746-298","https://www.expat-dakar.com/tv-home-cinema?page=129","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 65 SMART TV 4K","529 000 F Cfa"
"1732740746-299","https://www.expat-dakar.com/tv-home-cinema?page=129","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 65 BU8100","529 000 F Cfa"
"1732740746-300","https://www.expat-dakar.com/tv-home-cinema?page=129","Neuf","Hisense","TÉLÉVISEUR HISENSE 65 LED SMART TV 4K","439 000 F Cfa"
"1732740746-301","https://www.expat-dakar.com/tv-home-cinema?page=129","Neuf","Astech","TÉLÉVISEUR ASTECH 65 QLED ANDROID AVEC SOUNDBAR","398 000 F Cfa"
"1732740746-302","https://www.expat-dakar.com/tv-home-cinema?page=129","Neuf","Autre","TÉLÉVISEUR ANTI CASSE TORL 65 ANDROID SMART TV","389 000 F Cfa"
"1732740746-303","https://www.expat-dakar.com/tv-home-cinema?page=129","Neuf","Autre","TÉLÉVISEUR GLOBAL AIR 65 DLED SMART TV","379 000 F Cfa"
"1732740748-304","https://www.expat-dakar.com/tv-home-cinema?page=128","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740748-305","https://www.expat-dakar.com/tv-home-cinema?page=128","Neuf","LG","TÉLÉVISEUR LG 55 LCD","349 000 F Cfa"
"1732740748-306","https://www.expat-dakar.com/tv-home-cinema?page=128","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 55","339 000 F Cfa"
"1732740748-307","https://www.expat-dakar.com/tv-home-cinema?page=128","Neuf","Hisense","TÉLÉVISEUR HISENSE 55 SMART 4K","269 000 F Cfa"
"1732740748-308","https://www.expat-dakar.com/tv-home-cinema?page=128","Neuf","LG","TÉLÉVISEUR LG 50 SMART TV UHD 4K","319 000 F Cfa"
"1732740748-309","https://www.expat-dakar.com/tv-home-cinema?page=128","Neuf","Autre","TÉLÉVISEUR AIWA 55 SMART TV","279 000 F Cfa"
